date,store,category,product,units_sold,price,revenue
2023-03-16,Store_B,Electronics,Smartphone,12,777.88,9334.56
2023-03-16,Store_B,Electronics,Laptop,13,632.8,8226.4
2023-03-16,Store_B,Electronics,Smartwatch,13,859.65,11175.45
2023-03-16,Store_B,Apparel,T-Shirt,12,115.22,1382.64
2023-03-16,Store_B,Apparel,Jeans,16,94.79,1516.64
2023-03-16,Store_B,Apparel,Jacket,19,25.63,486.97
2023-03-16,Store_B,Apparel,Sneakers,10,26.74,267.4
2023-03-16,Store_B,Groceries,Rice_5kg,6,4.56,27.36
2023-03-16,Store_B,Groceries,Cooking_Oil,10,19.6,196.0
2023-03-16,Store_B,Groceries,Snacks_Pack,11,2.87,31.57
2023-03-16,Store_B,Groceries,Beverages,6,5.45,32.7
2023-03-16,Store_B,Home_Decor,Lamp,9,66.81,601.29
2023-03-16,Store_B,Home_Decor,Cushion,21,24.4,512.4
2023-03-16,Store_B,Home_Decor,Wall_Art,5,25.99,129.95
2023-03-16,Store_B,Home_Decor,Curtains,4,141.98,567.92
2023-03-16,Store_B,Beauty,Shampoo,8,42.92,343.36
2023-03-16,Store_B,Beauty,Moisturizer,11,51.36,564.96
2023-03-16,Store_B,Beauty,Perfume,4,50.9,203.6
2023-03-16,Store_B,Beauty,Lipstick,8,36.34,290.72
2023-03-16,Store_C,Electronics,Headphones,9,169.42,1524.78
2023-03-16,Store_C,Electronics,Smartphone,7,568.44,3979.08
2023-03-16,Store_C,Electronics,Laptop,8,733.62,5868.96
2023-03-16,Store_C,Electronics,Smartwatch,11,619.33,6812.63
2023-03-16,Store_C,Apparel,T-Shirt,7,106.54,745.78
2023-03-16,Store_C,Apparel,Jeans,5,101.72,508.6
2023-03-16,Store_C,Apparel,Jacket,7,115.6,809.2
2023-03-16,Store_C,Apparel,Sneakers,10,108.44,1084.4
2023-03-16,Store_C,Groceries,Rice_5kg,13,20.42,265.46
2023-03-16,Store_C,Groceries,Cooking_Oil,9,14.02,126.18
2023-03-16,Store_C,Groceries,Snacks_Pack,9,24.69,222.21
2023-03-16,Store_C,Groceries,Beverages,9,10.37,93.33
2023-03-16,Store_C,Home_Decor,Lamp,7,33.76,236.32
2023-03-16,Store_C,Home_Decor,Cushion,11,103.71,1140.81
2023-03-16,Store_C,Home_Decor,Wall_Art,11,81.65,898.15
2023-03-16,Store_C,Home_Decor,Curtains,8,85.99,687.92
2023-03-16,Store_C,Beauty,Shampoo,9,20.88,187.92
2023-03-16,Store_C,Beauty,Moisturizer,8,53.65,429.2
2023-03-16,Store_C,Beauty,Perfume,13,62.28,809.64
2023-03-16,Store_C,Beauty,Lipstick,7,41.91,293.37
2023-03-17,Store_A,Electronics,Headphones,16,368.6,5897.6
2023-03-17,Store_A,Electronics,Smartphone,17,376.88,6406.96
2023-03-17,Store_A,Electronics,Laptop,23,758.25,17439.75
2023-03-17,Store_A,Electronics,Smartwatch,7,534.71,3742.97
2023-03-17,Store_A,Apparel,T-Shirt,17,100.14,1702.38
2023-03-17,Store_A,Apparel,Jeans,35,65.67,2298.45
2023-03-17,Store_A,Apparel,Jacket,11,94.86,1043.46
2023-03-17,Store_A,Apparel,Sneakers,21,118.71,2492.91
2023-03-17,Store_A,Groceries,Rice_5kg,11,14.05,154.55
2023-03-17,Store_A,Groceries,Cooking_Oil,2,6.04,12.08
2023-03-17,Store_A,Groceries,Snacks_Pack,15,21.26,318.9
2023-03-17,Store_A,Groceries,Beverages,15,22.44,336.6
2023-03-17,Store_A,Home_Decor,Lamp,7,59.36,415.52
2023-03-17,Store_A,Home_Decor,Cushion,16,85.36,1365.76
2023-03-17,Store_A,Home_Decor,Wall_Art,17,108.63,1846.71
2023-03-17,Store_A,Home_Decor,Curtains,11,122.88,1351.68
2023-03-17,Store_A,Beauty,Shampoo,7,34.83,243.81
2023-03-17,Store_A,Beauty,Moisturizer,5,71.69,358.45
2023-03-17,Store_A,Beauty,Perfume,18,28.3,509.4
2023-03-17,Store_A,Beauty,Lipstick,18,75.33,1355.94
2023-03-17,Store_B,Electronics,Headphones,10,863.58,8635.8
2023-03-17,Store_B,Electronics,Smartphone,11,419.04,4609.44
2023-03-17,Store_B,Electronics,Laptop,11,485.78,5343.58
2023-03-17,Store_B,Electronics,Smartwatch,6,410.71,2464.26
2023-03-17,Store_B,Apparel,T-Shirt,7,88.54,619.78
2023-03-17,Store_B,Apparel,Jeans,5,63.76,318.8
2023-03-17,Store_B,Apparel,Jacket,11,66.78,734.58
2023-03-17,Store_B,Apparel,Sneakers,14,97.82,1369.48
2023-03-17,Store_B,Groceries,Rice_5kg,13,13.89,180.57
2023-03-17,Store_B,Groceries,Cooking_Oil,15,20.25,303.75
2023-03-17,Store_B,Groceries,Snacks_Pack,13,10.34,134.42
2023-03-17,Store_B,Groceries,Beverages,7,22.71,158.97
2023-03-17,Store_B,Home_Decor,Lamp,6,87.11,522.66
2023-03-17,Store_B,Home_Decor,Cushion,20,71.66,1433.2
2023-03-17,Store_B,Home_Decor,Wall_Art,6,48.06,288.36
2023-03-17,Store_B,Home_Decor,Curtains,6,79.12,474.72
2023-03-17,Store_B,Beauty,Shampoo,16,18.34,293.44
2023-03-17,Store_B,Beauty,Moisturizer,10,26.1,261.0
2023-03-17,Store_B,Beauty,Perfume,10,12.55,125.5
2023-03-17,Store_B,Beauty,Lipstick,13,30.04,390.52
2023-03-17,Store_C,Electronics,Headphones,10,841.54,8415.4
2023-03-17,Store_C,Electronics,Smartphone,10,148.2,1482.0
2023-03-17,Store_C,Electronics,Laptop,13,211.23,2745.99
2023-03-17,Store_C,Electronics,Smartwatch,12,282.95,3395.4
2023-03-17,Store_C,Apparel,T-Shirt,11,61.23,673.53
2023-03-17,Store_C,Apparel,Jeans,8,76.53,612.24
2023-03-17,Store_C,Apparel,Jacket,10,108.02,1080.2
2023-03-17,Store_C,Apparel,Sneakers,3,39.42,118.26
2023-03-17,Store_C,Groceries,Rice_5kg,7,9.05,63.35
2023-03-17,Store_C,Groceries,Cooking_Oil,11,2.91,32.01
2023-03-17,Store_C,Groceries,Snacks_Pack,6,5.79,34.74
2023-03-17,Store_C,Groceries,Beverages,15,16.6,249.0
2023-03-17,Store_C,Home_Decor,Lamp,5,27.33,136.65
2023-03-17,Store_C,Home_Decor,Cushion,12,29.1,349.2
2023-03-17,Store_C,Home_Decor,Wall_Art,5,107.28,536.4
2023-03-17,Store_C,Home_Decor,Curtains,2,88.39,176.78
2023-03-17,Store_C,Beauty,Shampoo,8,19.96,159.68
2023-03-17,Store_C,Beauty,Moisturizer,6,72.18,433.08
2023-03-17,Store_C,Beauty,Perfume,11,33.74,371.14
2023-03-17,Store_C,Beauty,Lipstick,10,33.57,335.7
2023-03-18,Store_A,Electronics,Headphones,14,608.94,8525.16
2023-03-18,Store_A,Electronics,Smartphone,22,617.0,13574.0
2023-03-18,Store_A,Electronics,Laptop,25,439.18,10979.5
2023-03-18,Store_A,Electronics,Smartwatch,20,571.75,11435.0
2023-03-18,Store_A,Apparel,T-Shirt,24,16.02,384.48
2023-03-18,Store_A,Apparel,Jeans,5,105.04,525.2
2023-03-18,Store_A,Apparel,Jacket,21,54.27,1139.67
2023-03-18,Store_A,Apparel,Sneakers,21,107.81,2264.01
2023-03-18,Store_A,Groceries,Rice_5kg,9,16.45,148.05
2023-03-18,Store_A,Groceries,Cooking_Oil,20,4.9,98.0
2023-03-18,Store_A,Groceries,Snacks_Pack,21,3.54,74.34
2023-03-18,Store_A,Groceries,Beverages,20,9.58,191.6
2023-03-18,Store_A,Home_Decor,Lamp,16,83.51,1336.16
2023-03-18,Store_A,Home_Decor,Cushion,9,60.74,546.66
2023-03-18,Store_A,Home_Decor,Wall_Art,5,119.67,598.35
2023-03-18,Store_A,Home_Decor,Curtains,11,74.0,814.0
2023-03-18,Store_A,Beauty,Shampoo,23,63.53,1461.19
2023-03-18,Store_A,Beauty,Moisturizer,14,26.31,368.34
2023-03-18,Store_A,Beauty,Perfume,20,22.93,458.6
2023-03-18,Store_A,Beauty,Lipstick,22,71.89,1581.58
2023-03-18,Store_B,Electronics,Headphones,13,435.02,5655.26
2023-03-18,Store_B,Electronics,Smartphone,11,420.5,4625.5
2023-03-18,Store_B,Electronics,Laptop,10,476.54,4765.4
2023-03-18,Store_B,Electronics,Smartwatch,9,636.8,5731.2
2023-03-18,Store_B,Apparel,T-Shirt,4,106.83,427.32
2023-03-18,Store_B,Apparel,Jeans,18,113.69,2046.42
2023-03-18,Store_B,Apparel,Jacket,10,69.14,691.4
2023-03-18,Store_B,Apparel,Sneakers,18,20.27,364.86
2023-03-18,Store_B,Groceries,Rice_5kg,20,21.23,424.6
2023-03-18,Store_B,Groceries,Cooking_Oil,16,16.38,262.08
2023-03-18,Store_B,Groceries,Snacks_Pack,13,2.41,31.33
2023-03-18,Store_B,Groceries,Beverages,10,7.46,74.6
2023-03-18,Store_B,Home_Decor,Lamp,5,34.9,174.5
2023-03-18,Store_B,Home_Decor,Cushion,14,67.86,950.04
2023-03-18,Store_B,Home_Decor,Wall_Art,22,72.66,1598.52
2023-03-18,Store_B,Home_Decor,Curtains,6,19.49,116.94
2023-03-18,Store_B,Beauty,Shampoo,12,38.59,463.08
2023-03-18,Store_B,Beauty,Moisturizer,15,16.09,241.35
2023-03-18,Store_B,Beauty,Perfume,8,62.22,497.76
2023-03-18,Store_B,Beauty,Lipstick,9,67.91,611.19
2023-03-18,Store_C,Electronics,Headphones,13,278.78,3624.14
2023-03-18,Store_C,Electronics,Smartphone,18,93.21,1677.78
2023-03-18,Store_C,Electronics,Laptop,9,665.93,5993.37
2023-03-18,Store_C,Electronics,Smartwatch,7,147.93,1035.51
2023-03-18,Store_C,Apparel,T-Shirt,7,96.07,672.49
2023-03-18,Store_C,Apparel,Jeans,9,103.1,927.9
2023-03-18,Store_C,Apparel,Jacket,9,56.13,505.17
2023-03-18,Store_C,Apparel,Sneakers,12,55.0,660.0
2023-03-18,Store_C,Groceries,Rice_5kg,8,20.85,166.8
2023-03-18,Store_C,Groceries,Cooking_Oil,17,22.94,389.98
2023-03-18,Store_C,Groceries,Snacks_Pack,13,18.48,240.24
2023-03-18,Store_C,Groceries,Beverages,11,2.1,23.1
2023-03-18,Store_C,Home_Decor,Lamp,9,97.19,874.71
2023-03-18,Store_C,Home_Decor,Cushion,13,114.48,1488.24
2023-03-18,Store_C,Home_Decor,Wall_Art,5,116.07,580.35
2023-03-18,Store_C,Home_Decor,Curtains,8,141.56,1132.48
2023-03-18,Store_C,Beauty,Shampoo,12,25.06,300.72
2023-03-18,Store_C,Beauty,Moisturizer,4,23.6,94.4
2023-03-18,Store_C,Beauty,Perfume,10,30.31,303.1
2023-03-18,Store_C,Beauty,Lipstick,12,36.67,440.04
2023-03-19,Store_A,Electronics,Headphones,16,375.81,6012.96
2023-03-19,Store_A,Electronics,Smartphone,21,597.66,12550.86
2023-03-19,Store_A,Electronics,Laptop,33,791.35,26114.55
2023-03-19,Store_A,Electronics,Smartwatch,21,444.43,9333.03
2023-03-19,Store_A,Apparel,T-Shirt,14,87.04,1218.56
2023-03-19,Store_A,Apparel,Jeans,7,93.75,656.25
2023-03-19,Store_A,Apparel,Jacket,13,118.19,1536.47
2023-03-19,Store_A,Apparel,Sneakers,21,54.19,1137.99
2023-03-19,Store_A,Groceries,Rice_5kg,11,13.9,152.9
2023-03-19,Store_A,Groceries,Cooking_Oil,6,3.49,20.94
2023-03-19,Store_A,Groceries,Snacks_Pack,6,9.73,58.38
2023-03-19,Store_A,Groceries,Beverages,11,23.06,253.66
2023-03-19,Store_A,Home_Decor,Lamp,12,48.9,586.8
2023-03-19,Store_A,Home_Decor,Cushion,16,112.72,1803.52
2023-03-19,Store_A,Home_Decor,Wall_Art,15,66.77,1001.55
2023-03-19,Store_A,Home_Decor,Curtains,20,42.2,844.0
2023-03-19,Store_A,Beauty,Shampoo,11,67.38,741.18
2023-03-19,Store_A,Beauty,Moisturizer,27,49.45,1335.15
2023-03-19,Store_A,Beauty,Perfume,15,68.47,1027.05
2023-03-19,Store_A,Beauty,Lipstick,6,25.68,154.08
2023-03-19,Store_B,Electronics,Headphones,11,200.66,2207.26
2023-03-19,Store_B,Electronics,Smartphone,18,808.03,14544.54
2023-03-19,Store_B,Electronics,Laptop,24,167.87,4028.88
2023-03-19,Store_B,Electronics,Smartwatch,15,334.01,5010.15
2023-03-19,Store_B,Apparel,T-Shirt,8,108.87,870.96
2023-03-19,Store_B,Apparel,Jeans,10,49.6,496.0
2023-03-19,Store_B,Apparel,Jacket,19,25.87,491.53
2023-03-19,Store_B,Apparel,Sneakers,9,46.07,414.63
2023-03-19,Store_B,Groceries,Rice_5kg,17,6.92,117.64
2023-03-19,Store_B,Groceries,Cooking_Oil,18,6.02,108.36
2023-03-19,Store_B,Groceries,Snacks_Pack,11,20.09,220.99
2023-03-19,Store_B,Groceries,Beverages,11,16.52,181.72
2023-03-19,Store_B,Home_Decor,Lamp,13,142.73,1855.49
2023-03-19,Store_B,Home_Decor,Cushion,18,108.18,1947.24
2023-03-19,Store_B,Home_Decor,Wall_Art,12,101.48,1217.76
2023-03-19,Store_B,Home_Decor,Curtains,9,103.72,933.48
2023-03-19,Store_B,Beauty,Shampoo,14,50.36,705.04
2023-03-19,Store_B,Beauty,Moisturizer,15,46.01,690.15
2023-03-19,Store_B,Beauty,Perfume,10,54.63,546.3
2023-03-19,Store_B,Beauty,Lipstick,13,42.35,550.55
2023-03-19,Store_C,Electronics,Headphones,7,754.88,5284.16
2023-03-19,Store_C,Electronics,Smartphone,14,420.68,5889.52
2023-03-19,Store_C,Electronics,Laptop,12,594.99,7139.88
2023-03-19,Store_C,Electronics,Smartwatch,6,779.74,4678.44
2023-03-19,Store_C,Apparel,T-Shirt,10,85.15,851.5
2023-03-19,Store_C,Apparel,Jeans,14,81.75,1144.5
2023-03-19,Store_C,Apparel,Jacket,14,31.49,440.86
2023-03-19,Store_C,Apparel,Sneakers,5,81.31,406.55
2023-03-19,Store_C,Groceries,Rice_5kg,5,8.88,44.4
2023-03-19,Store_C,Groceries,Cooking_Oil,11,14.44,158.84
2023-03-19,Store_C,Groceries,Snacks_Pack,13,5.51,71.63
2023-03-19,Store_C,Groceries,Beverages,12,5.48,65.76
2023-03-19,Store_C,Home_Decor,Lamp,7,52.96,370.72
2023-03-19,Store_C,Home_Decor,Cushion,16,121.36,1941.76
2023-03-19,Store_C,Home_Decor,Wall_Art,16,16.7,267.2
2023-03-19,Store_C,Home_Decor,Curtains,2,128.21,256.42
2023-03-19,Store_C,Beauty,Shampoo,6,20.93,125.58
2023-03-19,Store_C,Beauty,Moisturizer,13,61.54,800.02
2023-03-19,Store_C,Beauty,Perfume,14,33.31,466.34
2023-03-19,Store_C,Beauty,Lipstick,16,53.1,849.6
2023-03-20,Store_A,Electronics,Headphones,9,785.84,7072.56
2023-03-20,Store_A,Electronics,Smartphone,21,695.25,14600.25
2023-03-20,Store_A,Electronics,Laptop,10,445.49,4454.9
2023-03-20,Store_A,Electronics,Smartwatch,17,657.65,11180.05
2023-03-20,Store_A,Apparel,T-Shirt,11,65.42,719.62
2023-03-20,Store_A,Apparel,Jeans,15,32.5,487.5
2023-03-20,Store_A,Apparel,Jacket,9,94.75,852.75
2023-03-20,Store_A,Apparel,Sneakers,11,25.26,277.86
2023-03-20,Store_A,Groceries,Rice_5kg,9,6.07,54.63
2023-03-20,Store_A,Groceries,Cooking_Oil,18,3.55,63.9
2023-03-20,Store_A,Groceries,Snacks_Pack,15,11.89,178.35
2023-03-20,Store_A,Groceries,Beverages,17,7.56,128.52
2023-03-20,Store_A,Home_Decor,Lamp,10,111.9,1119.0
2023-03-20,Store_A,Home_Decor,Cushion,7,125.2,876.4
2023-03-20,Store_A,Home_Decor,Wall_Art,11,44.34,487.74
2023-03-20,Store_A,Home_Decor,Curtains,9,46.03,414.27
2023-03-20,Store_A,Beauty,Shampoo,16,78.83,1261.28
2023-03-20,Store_A,Beauty,Moisturizer,15,7.99,119.85
2023-03-20,Store_A,Beauty,Perfume,12,76.6,919.2
2023-03-20,Store_A,Beauty,Lipstick,4,20.58,82.32
2023-03-20,Store_B,Electronics,Headphones,14,590.46,8266.44
2023-03-20,Store_B,Electronics,Smartphone,3,368.49,1105.47
2023-03-20,Store_B,Electronics,Laptop,9,781.72,7035.48
2023-03-20,Store_B,Electronics,Smartwatch,8,291.88,2335.04
2023-03-20,Store_B,Apparel,T-Shirt,16,81.94,1311.04
2023-03-20,Store_B,Apparel,Jeans,6,67.35,404.1
2023-03-20,Store_B,Apparel,Jacket,7,30.27,211.89
2023-03-20,Store_B,Apparel,Sneakers,7,15.31,107.17
2023-03-20,Store_B,Groceries,Rice_5kg,12,4.44,53.28
2023-03-20,Store_B,Groceries,Cooking_Oil,2,3.18,6.36
2023-03-20,Store_B,Groceries,Snacks_Pack,6,22.76,136.56
2023-03-20,Store_B,Groceries,Beverages,17,7.29,123.93
2023-03-20,Store_B,Home_Decor,Lamp,17,76.06,1293.02
2023-03-20,Store_B,Home_Decor,Cushion,9,112.01,1008.09
2023-03-20,Store_B,Home_Decor,Wall_Art,8,96.21,769.68
2023-03-20,Store_B,Home_Decor,Curtains,13,68.03,884.39
2023-03-20,Store_B,Beauty,Shampoo,11,26.13,287.43
2023-03-20,Store_B,Beauty,Moisturizer,8,77.74,621.92
2023-03-20,Store_B,Beauty,Perfume,13,30.55,397.15
2023-03-20,Store_B,Beauty,Lipstick,11,78.12,859.32
2023-03-20,Store_C,Electronics,Headphones,9,419.31,3773.79
2023-03-20,Store_C,Electronics,Smartphone,8,61.67,493.36
2023-03-20,Store_C,Electronics,Laptop,9,670.83,6037.47
2023-03-20,Store_C,Electronics,Smartwatch,17,133.45,2268.65
2023-03-20,Store_C,Apparel,T-Shirt,11,99.36,1092.96
2023-03-20,Store_C,Apparel,Jeans,13,106.27,1381.51
2023-03-20,Store_C,Apparel,Jacket,7,118.71,830.97
2023-03-20,Store_C,Apparel,Sneakers,7,40.03,280.21
2023-03-20,Store_C,Groceries,Rice_5kg,9,8.51,76.59
2023-03-20,Store_C,Groceries,Cooking_Oil,5,6.07,30.35
2023-03-20,Store_C,Groceries,Snacks_Pack,4,12.35,49.4
2023-03-20,Store_C,Groceries,Beverages,5,12.94,64.7
2023-03-20,Store_C,Home_Decor,Lamp,11,72.44,796.84
2023-03-20,Store_C,Home_Decor,Cushion,9,57.1,513.9
2023-03-20,Store_C,Home_Decor,Wall_Art,10,101.81,1018.1
2023-03-20,Store_C,Home_Decor,Curtains,11,47.2,519.2
2023-03-20,Store_C,Beauty,Shampoo,6,37.71,226.26
2023-03-20,Store_C,Beauty,Moisturizer,6,44.26,265.56
2023-03-20,Store_C,Beauty,Perfume,7,35.97,251.79
2023-03-20,Store_C,Beauty,Lipstick,10,6.69,66.9
2023-03-21,Store_A,Electronics,Headphones,8,194.4,1555.2
2023-03-21,Store_A,Electronics,Smartphone,10,727.61,7276.1
2023-03-21,Store_A,Electronics,Laptop,10,737.9,7379.0
2023-03-21,Store_A,Electronics,Smartwatch,16,645.58,10329.28
2023-03-21,Store_A,Apparel,T-Shirt,11,63.89,702.79
2023-03-21,Store_A,Apparel,Jeans,19,91.5,1738.5
2023-03-21,Store_A,Apparel,Jacket,6,77.4,464.4
2023-03-21,Store_A,Apparel,Sneakers,11,73.7,810.7
2023-03-21,Store_A,Groceries,Rice_5kg,10,9.7,97.0
2023-03-21,Store_A,Groceries,Cooking_Oil,15,11.89,178.35
2023-03-21,Store_A,Groceries,Snacks_Pack,13,18.7,243.1
2023-03-21,Store_A,Groceries,Beverages,16,17.16,274.56
2023-03-21,Store_A,Home_Decor,Lamp,18,86.37,1554.66
2023-03-21,Store_A,Home_Decor,Cushion,5,134.99,674.95
2023-03-21,Store_A,Home_Decor,Wall_Art,13,20.0,260.0
2023-03-21,Store_A,Home_Decor,Curtains,11,34.87,383.57
2023-03-21,Store_A,Beauty,Shampoo,12,11.25,135.0
2023-03-21,Store_A,Beauty,Moisturizer,10,50.03,500.3
2023-03-21,Store_A,Beauty,Perfume,10,57.28,572.8
2023-03-21,Store_A,Beauty,Lipstick,14,75.11,1051.54
2023-03-21,Store_B,Electronics,Headphones,5,77.32,386.6
2023-03-21,Store_B,Electronics,Smartphone,4,222.04,888.16
2023-03-21,Store_B,Electronics,Laptop,16,722.08,11553.28
2023-03-21,Store_B,Electronics,Smartwatch,4,182.27,729.08
2023-03-21,Store_B,Apparel,T-Shirt,7,55.92,391.44
2023-03-21,Store_B,Apparel,Jeans,7,90.74,635.18
2023-03-21,Store_B,Apparel,Jacket,12,79.82,957.84
2023-03-21,Store_B,Apparel,Sneakers,8,82.63,661.04
2023-03-21,Store_B,Groceries,Rice_5kg,8,7.06,56.48
2023-03-21,Store_B,Groceries,Cooking_Oil,8,2.33,18.64
2023-03-21,Store_B,Groceries,Snacks_Pack,14,22.09,309.26
2023-03-21,Store_B,Groceries,Beverages,3,5.5,16.5
2023-03-21,Store_B,Home_Decor,Lamp,12,35.09,421.08
2023-03-21,Store_B,Home_Decor,Cushion,12,33.71,404.52
2023-03-21,Store_B,Home_Decor,Wall_Art,9,104.9,944.1
2023-03-21,Store_B,Home_Decor,Curtains,11,77.22,849.42
2023-03-21,Store_B,Beauty,Shampoo,7,72.98,510.86
2023-03-21,Store_B,Beauty,Moisturizer,12,37.65,451.8
2023-03-21,Store_B,Beauty,Perfume,16,77.2,1235.2
2023-03-21,Store_B,Beauty,Lipstick,8,70.14,561.12
2023-03-21,Store_C,Electronics,Headphones,9,172.02,1548.18
2023-03-21,Store_C,Electronics,Smartphone,8,866.01,6928.08
2023-03-21,Store_C,Electronics,Laptop,5,224.69,1123.45
2023-03-21,Store_C,Electronics,Smartwatch,5,528.16,2640.8
2023-03-21,Store_C,Apparel,T-Shirt,4,31.69,126.76
2023-03-21,Store_C,Apparel,Jeans,6,45.78,274.68
2023-03-21,Store_C,Apparel,Jacket,16,29.8,476.8
2023-03-21,Store_C,Apparel,Sneakers,9,48.43,435.87
2023-03-21,Store_C,Groceries,Rice_5kg,7,9.13,63.91
2023-03-21,Store_C,Groceries,Cooking_Oil,7,23.04,161.28
2023-03-21,Store_C,Groceries,Snacks_Pack,6,14.38,86.28
2023-03-21,Store_C,Groceries,Beverages,4,8.53,34.12
2023-03-21,Store_C,Home_Decor,Lamp,6,122.94,737.64
2023-03-21,Store_C,Home_Decor,Cushion,9,43.91,395.19
2023-03-21,Store_C,Home_Decor,Wall_Art,7,23.81,166.67
2023-03-21,Store_C,Home_Decor,Curtains,11,48.8,536.8
2023-03-21,Store_C,Beauty,Shampoo,17,9.27,157.59
2023-03-21,Store_C,Beauty,Moisturizer,2,44.34,88.68
2023-03-21,Store_C,Beauty,Perfume,9,29.64,266.76
2023-03-21,Store_C,Beauty,Lipstick,5,24.79,123.95
2023-03-22,Store_A,Electronics,Headphones,17,395.07,6716.19
2023-03-22,Store_A,Electronics,Smartphone,13,831.74,10812.62
2023-03-22,Store_A,Electronics,Laptop,16,602.01,9632.16
2023-03-22,Store_A,Electronics,Smartwatch,8,310.84,2486.72
2023-03-22,Store_A,Apparel,T-Shirt,11,115.24,1267.64
2023-03-22,Store_A,Apparel,Jeans,15,37.57,563.55
2023-03-22,Store_A,Apparel,Jacket,24,87.15,2091.6
2023-03-22,Store_A,Apparel,Sneakers,21,119.53,2510.13
2023-03-22,Store_A,Groceries,Rice_5kg,11,20.19,222.09
2023-03-22,Store_A,Groceries,Cooking_Oil,14,17.28,241.92
2023-03-22,Store_A,Groceries,Snacks_Pack,20,16.51,330.2
2023-03-22,Store_A,Groceries,Beverages,11,3.5,38.5
2023-03-22,Store_A,Home_Decor,Lamp,7,100.07,700.49
2023-03-22,Store_A,Home_Decor,Cushion,6,36.81,220.86
2023-03-22,Store_A,Home_Decor,Wall_Art,8,46.82,374.56
2023-03-22,Store_A,Home_Decor,Curtains,10,78.38,783.8
2023-03-22,Store_A,Beauty,Shampoo,9,44.74,402.66
2023-03-22,Store_A,Beauty,Moisturizer,12,35.21,422.52
2023-03-22,Store_A,Beauty,Perfume,13,70.35,914.55
2023-03-22,Store_A,Beauty,Lipstick,22,27.19,598.18
2023-03-22,Store_B,Electronics,Headphones,11,534.98,5884.78
2023-03-22,Store_B,Electronics,Smartphone,17,239.59,4073.03
2023-03-22,Store_B,Electronics,Laptop,7,257.5,1802.5
2023-03-22,Store_B,Electronics,Smartwatch,11,205.23,2257.53
2023-03-22,Store_B,Apparel,T-Shirt,8,39.81,318.48
2023-03-22,Store_B,Apparel,Jeans,8,52.69,421.52
2023-03-22,Store_B,Apparel,Jacket,6,108.68,652.08
2023-03-22,Store_B,Apparel,Sneakers,12,74.99,899.88
2023-03-22,Store_B,Groceries,Rice_5kg,11,16.48,181.28
2023-03-22,Store_B,Groceries,Cooking_Oil,6,23.62,141.72
2023-03-22,Store_B,Groceries,Snacks_Pack,15,13.14,197.1
2023-03-22,Store_B,Groceries,Beverages,15,16.03,240.45
2023-03-22,Store_B,Home_Decor,Lamp,17,64.03,1088.51
2023-03-22,Store_B,Home_Decor,Cushion,8,146.71,1173.68
2023-03-22,Store_B,Home_Decor,Wall_Art,25,25.55,638.75
2023-03-22,Store_B,Home_Decor,Curtains,12,33.13,397.56
2023-03-22,Store_B,Beauty,Shampoo,14,38.74,542.36
2023-03-22,Store_B,Beauty,Moisturizer,11,41.93,461.23
2023-03-22,Store_B,Beauty,Perfume,12,10.89,130.68
2023-03-22,Store_B,Beauty,Lipstick,14,24.41,341.74
2023-03-22,Store_C,Electronics,Headphones,7,662.78,4639.46
2023-03-22,Store_C,Electronics,Smartphone,8,55.58,444.64
2023-03-22,Store_C,Electronics,Laptop,11,105.6,1161.6
2023-03-22,Store_C,Electronics,Smartwatch,5,741.18,3705.9
2023-03-22,Store_C,Apparel,T-Shirt,14,39.45,552.3
2023-03-22,Store_C,Apparel,Jeans,9,45.1,405.9
2023-03-22,Store_C,Apparel,Jacket,5,33.95,169.75
2023-03-22,Store_C,Apparel,Sneakers,9,30.72,276.48
2023-03-22,Store_C,Groceries,Rice_5kg,7,14.97,104.79
2023-03-22,Store_C,Groceries,Cooking_Oil,9,24.47,220.23
2023-03-22,Store_C,Groceries,Snacks_Pack,8,4.03,32.24
2023-03-22,Store_C,Groceries,Beverages,7,17.21,120.47
2023-03-22,Store_C,Home_Decor,Lamp,7,95.99,671.93
2023-03-22,Store_C,Home_Decor,Cushion,8,135.86,1086.88
2023-03-22,Store_C,Home_Decor,Wall_Art,6,148.58,891.48
2023-03-22,Store_C,Home_Decor,Curtains,7,121.45,850.15
2023-03-22,Store_C,Beauty,Shampoo,11,38.07,418.77
2023-03-22,Store_C,Beauty,Moisturizer,4,17.71,70.84
2023-03-22,Store_C,Beauty,Perfume,8,38.27,306.16
2023-03-22,Store_C,Beauty,Lipstick,11,37.6,413.6
2023-03-23,Store_A,Electronics,Headphones,12,109.78,1317.36
2023-03-23,Store_A,Electronics,Smartphone,9,609.5,5485.5
2023-03-23,Store_A,Electronics,Laptop,14,549.31,7690.34
2023-03-23,Store_A,Electronics,Smartwatch,9,240.63,2165.67
2023-03-23,Store_A,Apparel,T-Shirt,17,53.94,916.98
2023-03-23,Store_A,Apparel,Jeans,9,103.0,927.0
2023-03-23,Store_A,Apparel,Jacket,19,98.94,1879.86
2023-03-23,Store_A,Apparel,Sneakers,11,50.15,551.65
2023-03-23,Store_A,Groceries,Rice_5kg,10,5.36,53.6
2023-03-23,Store_A,Groceries,Cooking_Oil,11,21.87,240.57
2023-03-23,Store_A,Groceries,Snacks_Pack,8,3.34,26.72
2023-03-23,Store_A,Groceries,Beverages,10,20.28,202.8
2023-03-23,Store_A,Home_Decor,Lamp,8,85.55,684.4
